領域代碼/名稱,領域簡介,學門代碼/名稱,學門簡介,學類代碼/名稱,學類簡介,細學類代碼/名稱,細學類簡介
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0919 其他醫藥衛生學類,所有不屬於上述分類之醫藥衛生學門之課程及資格。,09191 公共衛生細學類,培育衛生相關人才，包括公共衛生、衛生福利、環境衛生、衛生資訊、衛生政策與管理、工業安全衛生、醫療管理與資訊等領域，以及探討原住民健康、傷害防治、醫學社會學、健康科學、環境醫學、流行病學、醫學倫理、醫療經濟學等研究。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,091 醫藥衛生學門,包含各項醫學、復健、衛生、護理、醫事檢驗與藥學與醫療相關學類。,0919 其他醫藥衛生學類,所有不屬於上述分類之醫藥衛生學門之課程及資格。,09199 其他醫藥衛生細學類,所有不屬於上述分類之醫藥衛生學門之課程及資格。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,092 社會福利學門,包括推動福利政策規劃、行政和工作實務，社會服務的對象包含身心障礙、老人與兒童。,0921 老年人及失能成人照顧學類,學習老年人及失能成人的非醫療性照顧。相關課程及資格包含：老人照顧、失能成人非醫療性的照顧等。,09211 老年照顧服務細學類,培育實務與理論兼備，且具有涵養熱忱及研究老人照顧服務相關領域之人才，提昇老人照顧服務的專業品質。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,092 社會福利學門,包括推動福利政策規劃、行政和工作實務，社會服務的對象包含身心障礙、老人與兒童。,0921 老年人及失能成人照顧學類,學習老年人及失能成人的非醫療性照顧。相關課程及資格包含：老人照顧、失能成人非醫療性的照顧等。,09212 失能者照顧細學類,培育身心障礙研究、輔助科技研發人才，提昇身心障礙相關工作人員專業知能及學術研究能力。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,092 社會福利學門,包括推動福利政策規劃、行政和工作實務，社會服務的對象包含身心障礙、老人與兒童。,0922 兒童及青少年照顧服務學類,學習兒童和青少年的發展以及非醫療性照顧，包含針對學校兒童和青少年提供屬於社會服務的娛樂和休閒活動。相關課程包含：兒童照顧、兒童娛樂課程、托兒所、殘障兒童的非醫療性照顧、青少年服務等。,09221 兒童及青少年照顧服務細學類,培育具備兒童、青少年之發展與嬰幼兒照顧專業知能與實用技能之幼保、幼兒教育、諮商與輔導、及兒童福利專業人員，以及家庭諮詢與輔導專業人才、兒童與家庭照顧產業研究與市場趨勢規劃人員。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,092 社會福利學門,包括推動福利政策規劃、行政和工作實務，社會服務的對象包含身心障礙、老人與兒童。,0923 社會工作學類,學習社區、特定團體和個人的福利需求，及以適當的方式滿足這些需求，著重在於社會福利、社會政策和實務。相關課程包含：酒精及藥物濫用諮商、抽菸、吸毒、危機處理、家庭及婚姻諮商、暴力及虐待等。,09231 社會工作細學類,培育公私部門具有社會福利政策規劃、行政推動和工作實務、勞工研究及處理有關勞動事務之社會工作專業人才。
09 醫藥衛生及社會福利領域,屬於該領域之學類教導學生進行有關各類醫學、藥學、衛生學或各類社會服務的理論及實務之學習。,092 社會福利學門,包括推動福利政策規劃、行政和工作實務，社會服務的對象包含身心障礙、老人與兒童。,0929 其他社會福利學類,所有不屬於上述分類之社會福利學門之課程。,09299 其他社會福利細學類,所有不屬於上述分類之社會福利學門之課程。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1011 家政服務學類,學習各種家政服務，例如家事、清潔、洗衣、裁縫等，相關課程及資格包含：家事管理、家事及家事服務人員、打掃、烹飪（家庭）、家政學等。,10111 家政服務細學類,培養家政與家庭生活教育、幼兒發展與教育、規劃與管理健康生活、營養與餐飲相關人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1012 美髮美容服務學類,學習頭髮照顧及身體美容，相關課程及資格包含：理髮、美容療法、美妝（化妝）、健身及體重控制、美髮等。,10121 美髮美容服務細學類,融合高科技、美髮、美容保健與時尚流行，培育美髮、美容保健、整體造型師、化妝品相關產業之經營、管理、企劃、研發、製造、銷售人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1013 旅館及餐飲學類,學習在旅館、餐廳等提供食物、飲料、住宿及相關服務，相關課程及資格包含：餐飲業、烹飪（餐廳和旅館類型）、速食準備、供餐服務、招待等。,10131 旅館及餐飲細學類,培養旅館及餐飲相關人才，使學生具備旅館經營管理、（健康）餐飲製作與管理等能力。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1014 運動學類,學習某項選定運動的技術及技巧，相關課程及資格包含：運動教練研究、某項運動的技術及技巧、裁判及其他體育事務人員培訓等。,10141 競技運動細學類,培育競技運動選手、教練、研究、技術、經營企劃人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1014 運動學類,學習某項選定運動的技術及技巧，相關課程及資格包含：運動教練研究、某項運動的技術及技巧、裁判及其他體育事務人員培訓等。,10142 運動科技細學類,培育運動科學訓練與應用及運動器材設計研發專業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1015 旅遊觀光及休閒學類,學習旅遊觀光相關產業，包含旅行社經營。休閒活動是學習提供個人和團體的娛樂和休閒活動。,10151 旅遊觀光細學類,培養學生使其具備觀光旅遊之專業知識與能力，以培育全方位的觀光事業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1015 旅遊觀光及休閒學類,學習旅遊觀光相關產業，包含旅行社經營。休閒活動是學習提供個人和團體的娛樂和休閒活動。,10152 遊憩、運動和休閒管理細學類,培養休閒與運動保健之專業人才，及運動、健康、休閒運動事業之研究與規劃、事業指導與推廣、經營與管理人員，並推廣與諮詢運動健康、休閒活動設計等運動資訊傳播，以維護運動員及一般大眾之健康與運動安全。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,101 餐旅及民生服務學門,包括食住行育樂的部分，例如餐飲、旅遊、觀光、運動與休閒、美容等。,1019 其他餐旅及民生服務學類,所有不屬於上述分類之個人餐旅及民生服務學門之課程及資格。,10199 其他餐旅及民生服務細學類,所有不屬於上述分類之個人餐旅及民生服務學門之課程及資格。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,102 衛生及職業衛生服務學門,包含社區衛生、職業衛生及安全等學類。,1022 職業衛生及安全學類,學習認知、評估及控制與工作場所有關的環境因素。相關課程及資格包含：人體工學（職業衛生與安全）、工作場所的衛生及安全、工業福利、勞工保障、勞工安全等。,10221 職業衛生及安全細學類,使學生具備認知、評估及控制與工作場所有關的環境因素的能力，培育職業衛生與安全、工業福利、勞工保障、勞工安全等專業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,103 安全服務學門,包含軍事、國防、警政等學類。,1032 警政學類,學習關於維持社會秩序及保護生命財產之專業知識，相關課程及資格包含：犯罪預防、犯罪矯治、海域執法、災害防救、交通安全、警察政策、警察學、群眾活動處理、犯罪偵查、警察法規等科目。,10321 警政細學類,培養警政執法相關人才，包括：行政警察、刑事警察、水上警察、交通警察、外事警察、國境警察、犯罪矯治、鑑識科學、公共安全等。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,104 運輸服務學門,包含以陸海空運輸工具提供各項客貨運輸服務等領域。,1041 運輸服務學類,學習陸海空各運輸系統及其經營管理的各項專業知識。相關課程及資格包含：飛機操作、空中交通管制、空中交通安全、機組人員訓練、通訊課程（航空、鐵路、道路等）等。,10411 運輸管理細學類,使學生具備交通工程與控制、運輸規劃、運輸與物流經營及管理等專業知識，培育交通運輸之工程、行政與規劃以及運輸事業之營運管理人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,104 運輸服務學門,包含以陸海空運輸工具提供各項客貨運輸服務等領域。,1041 運輸服務學類,學習陸海空各運輸系統及其經營管理的各項專業知識。相關課程及資格包含：飛機操作、空中交通管制、空中交通安全、機組人員訓練、通訊課程（航空、鐵路、道路等）等。,10412 航運管理細學類,結合航運管理、國際運輸、供應鏈管理、物流與倉儲等專業知識，培育航運管理專業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,104 運輸服務學門,包含以陸海空運輸工具提供各項客貨運輸服務等領域。,1041 運輸服務學類,學習陸海空各運輸系統及其經營管理的各項專業知識。相關課程及資格包含：飛機操作、空中交通管制、空中交通安全、機組人員訓練、通訊課程（航空、鐵路、道路等）等。,10413 空運管理細學類,使學生具備結合航空管理與航空運輸服務等專業知識，培育空運管理專業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,104 運輸服務學門,包含以陸海空運輸工具提供各項客貨運輸服務等領域。,1041 運輸服務學類,學習陸海空各運輸系統及其經營管理的各項專業知識。相關課程及資格包含：飛機操作、空中交通管制、空中交通安全、機組人員訓練、通訊課程（航空、鐵路、道路等）等。,10414 航海細學類,培育船舶駕駛及與海洋運輸、船舶營運及航海科技相關之專業人才。
10 服務領域,屬於該領域之學類教導學生進行有關各類服務業的理論及實務之學習。,104 運輸服務學門,包含以陸海空運輸工具提供各項客貨運輸服務等領域。,1049 其他運輸服務學類,所有不屬於上述分類之運輸服務學門之課程及資格。,10499 其他運輸服務細學類,所有不屬於上述分類之運輸服務學門之課程及資格。
99 其他領域,所有不屬於上述分類之課程及資格。,999 其他學門,所有不屬於上述分類之課程及資格。,9999 其他學類,所有不屬於上述分類之課程及資格。,99999 其他細學類,所有不屬於上述分類之課程及資格。
